-2.964564805447387763e-01, 1.461622673698174113e-01, -1.506946652799811548e-01, -2.531091373091080010e-01, -2.841659682866752301e-01, 2.554302092030935611e-01, -2.757936285549870137e-01, -1.582621962080284217e-01, 2.953942985563645096e-01, -3.018464749217756316e-01, 2.230608805439050213e-01, 2.311168671050717882e-01, 2.923587031241399736e-01, 2.895495921008252593e-01, -2.997049275701840210e-01, -2.677656961849900208e-01, -3.019270210879678729e-01, -2.675845872868700126e-01, 2.974227882210895291e-01, 1.206999192410124350e-01, -2.036704328641086859e-01, 2.552662672152180012e-01, -2.533732325808552011e-01, 2.434444656280465580e-01, -2.984061624344772623e-01, 2.777706997687694468e-01, -2.676786022125112741e-01, 2.841406259184217076e-01, 2.880110987943989564e-01, 2.963446838497591496e-01
3.255893991728424086e-01, -1.617507805611169414e-01, 1.667913481069384640e-01, 2.787678431531649403e-01, 3.123609573257042915e-01, -2.812460708449303071e-01, 3.033271499568048202e-01, 1.751052530111474881e-01, -3.244069631447067947e-01, 3.313774454562659066e-01, -2.460351844348687422e-01, -2.548165561745295848e-01, -3.211427539260010011e-01, -3.181198245960026871e-01, 3.290787543313687391e-01, 2.946489844790921575e-01, 3.314638755943802306e-01, 2.944530391559445626e-01, -3.265867754644179444e-01, -1.337185174690369016e-01, 2.248959466624375347e-01, -2.810682500141787332e-01, 2.790544195402260286e-01, -2.682313842978503726e-01, 3.276840352273701074e-01, -3.054217383153690624e-01, 2.945547508423946859e-01, -3.122932004011178542e-01, -3.164633236994089382e-01, -3.254283912841755555e-01
-2.574051086454658410e-01, 1.268389046158179267e-01, -1.307704364285350584e-01, -2.197228228409128514e-01, -2.467181013640993847e-01, 2.217423701410684289e-01, -2.394393890761636612e-01, -1.373410347374041385e-01, 2.564839239624403522e-01, -2.620926637383306224e-01, 1.936176590394955432e-01, 2.006162143577767953e-01, 2.538441950467011932e-01, 2.514015473116493204e-01, -2.602301496930853331e-01, -2.324610241557376056e-01, -2.621627166753435212e-01, -2.323036029985394435e-01, 2.582479665198222918e-01, 1.047342567564786553e-01, -1.767723813208885719e-01, 2.215998965470791782e-01, -2.199523273671199208e-01, 2.113269939327080960e-01, -2.591006456510924760e-01, 2.411605933854363282e-01, -2.323853217645291958e-01, 2.466985564533405451e-01, 2.500638113111758876e-01, 2.573104023369872095e-01
-2.855286067165677122e-01, 1.407553048033523269e-01, -1.451195668534840388e-01, -2.437667554687779625e-01, -2.736868822358891062e-01, 2.460034386301409581e-01, -2.656206208702344140e-01, -1.524081270759776729e-01, 2.845058841454736753e-01, -2.907219999350237893e-01, 2.148219962838519570e-01, 2.225820582570202100e-01, 2.815810842093998678e-01, 2.788745387684529176e-01, -2.886585496197480172e-01, -2.578864317098409353e-01, -2.907996092056064352e-01, -2.577119522739609869e-01, 2.864603597812346303e-01, 1.162325215456476157e-01, -1.961438105971307910e-01, 2.458455048644470065e-01, -2.440211700803858186e-01, 2.344571798795573037e-01, -2.874071578615656763e-01, 2.675260787049464350e-01, -2.578025258870272896e-01, 2.736631592797563739e-01, 2.773922331212706482e-01, 2.854215901343656880e-01
3.611456426481497450e-01, -1.793388859652254030e-01, 1.849264386038389218e-01, 3.091624815452294617e-01, 3.464560152059149578e-01, -3.119154423077170057e-01, 3.364257308157351800e-01, 1.941479803357374079e-01, -3.598347675926286682e-01, 3.675738312504463479e-01, -2.728381954757306826e-01, -2.825826841533611855e-01, -3.562098162109586519e-01, -3.528529473255565541e-01, 3.650208497699227173e-01, 3.267912973647874031e-01, 3.676698242352772761e-01, 3.265737706808845564e-01, -3.622555684243015661e-01, -1.482499525426296261e-01, 2.493809557707198088e-01, -3.117180639579759660e-01, 3.094805693008089165e-01, -2.974702273531394381e-01, 3.634718808982176363e-01, -3.387535001730739292e-01, 3.266866851139924033e-01, -3.463830254667458197e-01, -3.510135097391690606e-01, -3.609691105845398984e-01
3.013370591062011772e-01, -1.497522811577925994e-01, 1.544197234006723096e-01, 2.580349558276145427e-01, 2.891048684900971444e-01, -2.603258585607049480e-01, 2.807504979590900174e-01, 1.621145209154750688e-01, -3.002422097029867065e-01, 3.066886660241336937e-01, -2.277516071581651980e-01, -2.358761612923705175e-01, -2.972239545173745445e-01, -2.944287079776772287e-01, 3.045633450224394245e-01, 2.727243743718953395e-01, 3.067685764340010168e-01, 2.725431447725559786e-01, -3.022577177883749577e-01, -1.238050939322698635e-01, 2.081932313305608073e-01, -2.601613740711573031e-01, 2.583000443343219099e-01, -2.482866753025942952e-01, 3.032737911250024121e-01, -2.826861098480586976e-01, 2.726372176194719055e-01, -2.890406969601280740e-01, -2.928969359736655620e-01, -3.011866531327729857e-01
3.690640321993066131e-01, -1.832552809137264760e-01, 1.889646384883278130e-01, 3.159310813666047490e-01, 3.540488983203513573e-01, -3.187452417610786570e-01, 3.437966371812285482e-01, 1.983883055456183431e-01, -3.677245488251192351e-01, 3.756348285276983612e-01, -2.788068184315176112e-01, -2.887658208047934050e-01, -3.640192344637210864e-01, -3.605879741424376506e-01, 3.730251972048705400e-01, 3.339491892927342054e-01, 3.757329518950612290e-01, 3.337268552895811258e-01, -3.701990354042627440e-01, -1.514856683851094343e-01, 2.548333064725232799e-01, -3.185435070639114352e-01, 3.162561880929232738e-01, -3.039813884065621918e-01, 3.714418653472020826e-01, -3.461763541309067493e-01, 3.338422651711259737e-01, -3.539747472570491382e-01, -3.587077841829047764e-01, -3.688840461600700893e-01
3.704606535485319707e-01, -1.839460238512995449e-01, 1.896768646629342914e-01, 3.171248946868720497e-01, 3.553881039457351676e-01, -3.199498499274790464e-01, 3.450966888501696972e-01, 1.991361817422495906e-01, -3.691161241354961042e-01, 3.770566044553212981e-01, -2.798595295976140651e-01, -2.898563683000977553e-01, -3.653966346005533827e-01, -3.619522524495099036e-01, 3.744369806544746715e-01, 3.352116680523137271e-01, 3.771551036016260183e-01, 3.349884861043624373e-01, -3.716000803256581109e-01, -1.520563568847566049e-01, 2.557949570779261550e-01, -3.197473468367462157e-01, 3.174512394514693581e-01, -3.051297937992942799e-01, 3.728475875097614356e-01, -3.474855688629052142e-01, 3.351043361485748218e-01, -3.553137482085798604e-01, -3.600648742312410611e-01, -3.702800584348842072e-01
-3.315177857125868321e-01, 1.635081112388690749e-01, -1.685799246736310042e-01, -2.830822647853918905e-01, -3.177869551176405460e-01, 2.856741600582303753e-01, -3.084323315655810305e-01, -1.770424893691277257e-01, 3.303289803033924166e-01, -3.375387593346596549e-01, 2.494930146823017281e-01, 2.584985673576279952e-01, 3.269377992522691789e-01, 3.237995184617290523e-01, -3.351465631383897525e-01, -2.994617239522979202e-01, -3.376287313643123733e-01, -2.992593401501392192e-01, 3.325950114379176981e-01, 1.350314131952689289e-01, -2.278171075375491905e-01, 2.854909374562878965e-01, -2.833774254916510138e-01, 2.722781146151284082e-01, -3.336957561267893668e-01, 3.106392440440026159e-01, -2.993643987447025534e-01, 3.177564333544016795e-01, 3.220806999517133451e-01, 3.313906655712780536e-01
-2.675497460730834054e-01, 1.318589995996111985e-01, -1.359466285090003557e-01, -2.283960166876289055e-01, -2.564462545906858182e-01, 2.304938817055614819e-01, -2.488834855194655138e-01, -1.427762106647442464e-01, 2.665919370173442382e-01, -2.724197454977858590e-01, 2.012666124404059176e-01, 2.085398449194800774e-01, 2.638493888745317428e-01, 2.613115583953754539e-01, -2.704847584273391559e-01, -2.416325042328323069e-01, -2.724925238247578041e-01, -2.414689303426483802e-01, 2.684246646661176960e-01, 1.088820699168276257e-01, -1.837601950953723917e-01, 2.303458317325555171e-01, -2.286345061302997583e-01, 2.196706016181847743e-01, -2.693112922476746385e-01, 2.506711456290761086e-01, -2.415538429544494825e-01, 2.564252009081920414e-01, 2.599216788303165271e-01, 2.674505978805283291e-01
