-8.198231597986890828e-02, 8.942748103484420008e-02, -7.178962268417969639e-02, -7.915657566783852739e-02, 9.827336569187318516e-02, 8.325424012388053796e-02, 1.002088445945361894e-01, 1.005488829641006943e-01, -9.090090417293381075e-02, -7.446235024522993018e-02, -7.554517472495407560e-02, 9.394682099269220654e-02, -5.522145647199266233e-02, -8.902704698564083141e-02, -9.331504185337743951e-02
-5.467736035966883762e-02, 6.128106932528356449e-02, -4.669249819782085587e-02, -5.240886979658437167e-02, 6.911135129556356116e-02, 5.612532007857592986e-02, 7.090160653372837296e-02, 7.121918267998915419e-02, -6.214820072480359975e-02, -4.873490423122552734e-02, -4.957233195656852998e-02, 6.521211714480039390e-02, -3.471709492276284920e-02, -6.053687835537830547e-02, -6.425910007150201220e-02
3.644290068301730412e-01, -3.986607148922133304e-01, 3.174147640067672693e-01, 3.513153697001770159e-01, -4.407661874808878610e-01, -3.697128022254745350e-01, -4.500861068911091722e-01, -4.517277057629788262e-01, 4.062642780287557542e-01, 3.296678121185888655e-01, 3.346466196358270362e-01, -4.200750594968474805e-01, 2.424772998442372984e-01, 3.974151291200661018e-01, 4.177142024288730826e-01
1.655938221325034820e-01, -1.804877590064530579e-01, 1.448041566043258010e-01, 1.598208215869813542e-01, -1.986805950762465522e-01, -1.678389940974490679e-01, -2.026723379389034074e-01, -2.033740590744791688e-01, 1.838652551007798897e-01, 1.502466646842689491e-01, 1.524534015985344326e-01, -1.897721403719919986e-01, 1.111933842050273485e-01, 1.800197104815814964e-01, 1.888249038944448677e-01
3.938654875469057431e-02, -4.295380311629832387e-02, 3.444424150496668002e-02, 3.801420165325246348e-02, -4.727874766371603643e-02, -3.994718721346812024e-02, -4.822786694659429718e-02, -4.839472465174699672e-02, 4.372998694277897835e-02, 3.573815562688344161e-02, 3.626277269075161430e-02, -4.516083542362160641e-02, 2.645168381585736098e-02, 4.281581124043018494e-02, 4.490905493096504497e-02
-6.809773917101155649e-02, 7.505748839559336916e-02, -5.886790360561874186e-02, -6.550354549262886461e-02, 8.364734017298736113e-02, 6.925870785594062662e-02, 8.557521730331478504e-02, 8.591582847703103931e-02, -7.648450791089317358e-02, -6.125491882724834469e-02, -6.222845742591626844e-02, 7.940221938824477965e-02, -4.451900464388611894e-02, -7.469586963928739887e-02, -7.881101550359294328e-02
-5.779199139732416751e-02, 6.399923961146515572e-02, -4.968658016284575180e-02, -5.550181894445799236e-02, 7.174250378138682938e-02, 5.883624058784876071e-02, 7.349655916291211732e-02, 7.380708954674537747e-02, -6.526374996152947694e-02, -5.177156058302313096e-02, -5.262411926169471843e-02, 6.790122911006298001e-02, -3.730362278012473720e-02, -6.366133977396809529e-02, -6.735545221815784911e-02
3.119267562697635582e-02, -3.405546732441565305e-02, 2.725421122704161161e-02, 3.009790199214176440e-02, -3.752191502017613450e-02, -3.165255721507471282e-02, -3.828440547802271915e-02, -3.841852475418546659e-02, 3.466438840785140973e-02, 2.828422847374523208e-02, 2.870205818260655392e-02, -3.582282836411149890e-02, 2.090586113956450012e-02, 3.393276772885236298e-02, 3.560878934943851465e-02
-6.213273639420887479e-02, 6.803593694073070686e-02, -5.420480320842757660e-02, -5.992568598471036123e-02, 7.506523811151565029e-02, 6.318093197839394493e-02, 7.661571420137092137e-02, 7.688860339616956918e-02, -6.915007331500047649e-02, -5.627504505357817932e-02, -5.711545857073994925e-02, 7.161590429077085984e-02, -4.148808046691869478e-02, -6.766883285035753259e-02, -7.106410866577640706e-02
4.535307087805875992e-02, -4.984592997663202241e-02, 3.931758674314706631e-02, 4.366110039503814932e-02, -5.539387320089824568e-02, -4.607918684077052379e-02, -5.663388960930468979e-02, -5.685277856485887460e-02, 5.079928160790649072e-02, 4.088263594191503952e-02, 4.152011110243959691e-02, -5.265678316671833226e-02, 2.985127835876905111e-02, 4.964081847099175576e-02, 5.230365194371541099e-02
1.255846022000950968e-01, -1.373766594798738194e-01, 1.095453529767740214e-01, 1.211195484398564781e-01, -1.515864581997354854e-01, -1.275550123462440288e-01, -1.547181097275819317e-01, -1.552691636293220545e-01, 1.397774212219691781e-01, 1.137336924639489738e-01, 1.154339864058472609e-01, -1.446156813227862103e-01, 8.382671286418362511e-02, 1.367823114641315840e-01, 1.436467795032730088e-01
