-3.850027734245639599e-01, 3.869395754651901442e-01, -3.850027040075309492e-01, 3.869390452546812575e-01, -3.849254937384948283e-01, -3.849951733948259180e-01, 3.869391096685509401e-01, -3.850038146694452212e-01, -3.849605802208261873e-01, 3.869322192191941290e-01
1.896157229210639616e-01, -1.905512100263290765e-01, 1.896156689247814608e-01, -1.905512373860769604e-01, 1.895858845293693917e-01, 1.896132892134348158e-01, -1.905512390044949989e-01, 1.896160041594639745e-01, 1.896000559498125793e-01, -1.905493126573881424e-01
-1.955766057768131005e-01, 1.965643708311420323e-01, -1.955765771089946203e-01, 1.965640079393114747e-01, -1.955347827876399158e-01, -1.955723288400813553e-01, 1.965640504084964213e-01, -1.955772088216471694e-01, -1.955535669557840472e-01, 1.965600812353093252e-01
-3.286298777506573288e-01, 3.302837552974223212e-01, -3.286298204967905146e-01, 3.302832749480653085e-01, -3.285631757366256345e-01, -3.286232689669210116e-01, 3.302833328206523089e-01, -3.286307882980267769e-01, -3.285933986573442156e-01, 3.302773137189344288e-01
-3.690189575284366641e-01, 3.708754899817517381e-01, -3.690188915635040923e-01, 3.708749739198503592e-01, -3.689446797496165886e-01, -3.690116388066850273e-01, 3.708750364775035280e-01, -3.690199616828404583e-01, -3.689783859645611730e-01, 3.708683933105296759e-01
3.315776169903019710e-01, -3.332237990934410199e-01, 3.315775324943575075e-01, -3.332237011452877096e-01, 3.315212349719331431e-01, 3.315726954349678124e-01, -3.332237191968688284e-01, 3.315782263011922137e-01, 3.315476105098302262e-01, -3.332196057925012611e-01
-3.581303621258822845e-01, 3.599322360245524877e-01, -3.581302985110471071e-01, 3.599317295957236151e-01, -3.580581280453978277e-01, -3.581232349202614351e-01, 3.599317908895954266e-01, -3.581313410286867671e-01, -3.580908945763846551e-01, 3.599253160734446899e-01
-2.053948454538207513e-01, 2.064317001143152752e-01, -2.053948146824514098e-01, 2.064313285478002746e-01, -2.053511895244279628e-01, -2.053903966743644283e-01, 2.064313721539247637e-01, -2.053954711647264786e-01, -2.053708163754336125e-01, 2.064272518906484777e-01
3.835502630014525627e-01, -3.854572919096465045e-01, 3.835501672911983406e-01, -3.854571479925943400e-01, 3.834841286595758181e-01, 3.835444275482319254e-01, -3.854571720748868335e-01, 3.835509928109607225e-01, 3.835149882725389370e-01, -3.854522553169773547e-01
-3.920119360083929583e-01, 3.939839506880783437e-01, -3.920118650766785118e-01, 3.939834142700603392e-01, -3.919333392097660296e-01, -3.920042125531293942e-01, 3.939834794983315680e-01, -3.920129935268533150e-01, -3.919690312971815249e-01, 3.939764805520059032e-01
2.894934805183264626e-01, -2.909287316671645418e-01, 2.894934050832363992e-01, -2.909286708840600477e-01, 2.894449797976993421e-01, 2.894892975608623908e-01, -2.909286840604291546e-01, 2.894939924402396558e-01, 2.894677315932402406e-01, -2.909252199166959540e-01
2.999655478994331936e-01, -3.014532642719698896e-01, 2.999654702112440896e-01, -3.014531942445957124e-01, 2.999150872000215795e-01, 2.999611812580320058e-01, -3.014532086335456329e-01, 2.999660840417215923e-01, 2.999387401693662247e-01, -3.014495830224022677e-01
3.796026313837626009e-01, -3.814898326034708020e-01, 3.796025365263030471e-01, -3.814896921814007191e-01, 3.795372386050707147e-01, 3.795968654218818128e-01, -3.814897158051649972e-01, 3.796033520308729203e-01, 3.795677572491978902e-01, -3.814848601332442857e-01
3.759494492185512793e-01, -3.778183039245928132e-01, 3.759493551501267850e-01, -3.778181667362828788e-01, 3.758847425659910257e-01, 3.759437475531752226e-01, -3.778181899357934137e-01, 3.759501613881860438e-01, 3.759149457312553344e-01, -3.778133907833067240e-01
-3.892271171285678344e-01, 3.911851404591330517e-01, -3.892270467987182236e-01, 3.911846065076624579e-01, -3.891490436876141046e-01, -3.892194427166690840e-01, 3.911846714123317081e-01, -3.892281681806962768e-01, -3.891844951364112903e-01, 3.911777155775126857e-01
-3.476898268397633496e-01, 3.494393084772959845e-01, -3.476897654771567980e-01, 3.494388112813641145e-01, -3.476195514213605287e-01, -3.476828831829856248e-01, 3.494388713639785538e-01, -3.476907815412964009e-01, -3.476514173695485210e-01, 3.494325578948820898e-01
-3.921166748029826232e-01, 3.940892157312951838e-01, -3.921166038486298966e-01, 3.940886792205030020e-01, -3.920380583191429569e-01, -3.921089495030369299e-01, 3.940887444609448842e-01, -3.921177325646628131e-01, -3.920737594577744511e-01, 3.940817438930552252e-01
-3.474542975152983271e-01, 3.492025974192218829e-01, -3.474542362034869769e-01, 3.492021004315364330e-01, -3.473840662722402772e-01, -3.474473579982725324e-01, 3.492021604868305595e-01, -3.474552516709947247e-01, -3.474159119088557346e-01, 3.491958506567474085e-01
3.861881436596297235e-01, -3.881084232155684322e-01, 3.861880473794273572e-01, -3.881082769627651197e-01, 3.861215137127427255e-01, 3.861822617637061250e-01, -3.881083013514987079e-01, 3.861888795925760287e-01, 3.861526012037011513e-01, -3.881033437683362175e-01
1.565884126240698615e-01, -1.573588399870848586e-01, 1.565883656948707514e-01, -1.573588965691521402e-01, 1.565647376212059294e-01, 1.565865568645601613e-01, -1.573588943592220402e-01, 1.565886176184754786e-01, 1.565760756052124447e-01, -1.573574762271807703e-01
-2.643644256101647660e-01, 2.656963138229535004e-01, -2.643643821840879760e-01, 2.656958902134597400e-01, -2.643097528201777680e-01, -2.643589441811033947e-01, 2.656959406435374649e-01, -2.643651875048170785e-01, -2.643344448639133315e-01, 2.656909125491395685e-01
3.313644291694930466e-01, -3.330095421340713568e-01, 3.313643447194907776e-01, -3.330094443743000232e-01, 3.313080871087690227e-01, 3.313595113587013974e-01, -3.330094624011669668e-01, 3.313650379866520668e-01, 3.313344442744172724e-01, -3.330053522884017791e-01
-3.289733016082243555e-01, 3.306289012930581639e-01, -3.289732442803569579e-01, 3.306284206402514969e-01, -3.289065352334970549e-01, -3.289666867930239880e-01, 3.306284785526462100e-01, -3.289742129508682611e-01, -3.289367877467666013e-01, 3.306224541490160318e-01
3.159926117193539441e-01, -3.175606518228941133e-01, 3.159925305808923279e-01, -3.175605676430063307e-01, 3.159391498756276007e-01, 3.159879638242090727e-01, -3.175605838884331122e-01, 3.159931849468726739e-01, 3.159641827404058301e-01, -3.175567110425866479e-01
-3.875381960060692021e-01, 3.894877345687794423e-01, -3.875381260411930873e-01, 3.894872021130560968e-01, -3.874604399332843285e-01, -3.875305513344793895e-01, 3.894872668214882649e-01, -3.875392431369573676e-01, -3.874957454569866733e-01, 3.894803371298292127e-01
3.606308177382321345e-01, -3.624227644234484513e-01, 3.606307269768561641e-01, -3.624226407896643520e-01, 3.605689868926617581e-01, 3.606253855647067463e-01, -3.624226622109085749e-01, 3.606314943752692015e-01, 3.605978677718486569e-01, -3.624180999529760250e-01
-3.475765589880452366e-01, 3.493254723197702916e-01, -3.475764976498665337e-01, 3.493249752239847572e-01, -3.475063048139410693e-01, -3.475696173221069496e-01, 3.493250352934607617e-01, -3.475775134270809308e-01, -3.475381609941195493e-01, 3.493187235743946406e-01
