-3.818281987059528055e-03, -4.882326920503390899e-01, 4.920926797604409098e-01, 4.688771469181988727e-01, -2.502183157373273972e-03, 4.896572116712956668e-01, -3.212587537571238213e-03
-2.324642192013537043e-02, 1.987673239796868163e+00, -1.999951375240154539e+00, -1.889434209862769665e+00, -1.208266765512196715e-02, -1.988196920600863393e+00, -1.716648359066174148e-02
1.088463727853638922e-03, -1.253408103079167057e+00, 1.284481601734724032e+00, 1.224370918702981426e+00, -2.120889424744836621e-04, 1.278151654765629752e+00, 2.132020904726371769e-04
9.111777035462294066e-04, -8.350566774095763423e-01, 8.458665173773043389e-01, 8.007054557336417133e-01, 4.335223593559094203e-06, 8.410738272983409036e-01, 3.167814395655289697e-04
-2.692444413309516907e-02, 4.509188491804652088e-01, -4.636869297859911310e-01, -4.249207294277427271e-01, -1.517998515554491550e-02, -4.594479990369857436e-01, -2.078191863812592008e-02
-1.681146915326059421e-03, -3.673774325838729538e-01, 3.774840508273073492e-01, 3.606849539983392749e-01, -1.213058771767913180e-03, 3.757197410529748427e-01, -1.499025079827175219e-03
1.887677009536068752e-04, -3.022424816075945930e-01, 3.050569973251228140e-01, 2.894329513304125800e-01, -8.329767892702743019e-05, 3.034035563303190131e-01, 1.663089675396569957e-06
-2.307349094302405326e-02, 2.818886339908832639e-01, -2.813786624963713900e-01, -2.509287385408572324e-01, -1.310666089860282324e-02, -2.780079446410979038e-01, -1.788464863671063512e-02
-1.060240269715939090e-03, -2.513606082432534583e-02, 2.655717071845291322e-02, 2.604736542916542483e-02, -6.274281439325618027e-04, 2.651024450478579875e-02, -8.409235236809245104e-04
-2.258271277979416805e-02, 1.816523704710601317e+00, -1.802350843547750436e+00, -1.696221469566462137e+00, -1.184711748661125899e-02, -1.791000495137457182e+00, -1.675972481944708325e-02
-6.109928917848208609e-03, -5.915664741002102378e-02, 6.102994784001155443e-02, 6.412300971784018477e-02, -3.569072572734929318e-03, 6.140503436500554385e-02, -4.810485829307098449e-03
-1.478651207831272602e-02, 8.990530047586957618e-01, -8.943205170321002484e-01, -8.403024920656569918e-01, -7.932882054341361747e-03, -8.885289225519718004e-01, -1.110716829089880391e-02
1.381551413062504299e-03, -1.014751171687371833e+00, 1.086356048302081767e+00, 1.047569704749625741e+00, -1.565232142292772897e-06, 1.082292141049365775e+00, 4.737255158620309165e-04
